seqnames	start	end	strand	gene_id	symbol
chr8	84178716	84178787	-	100049549	Mir181d
chr8	84178873	84178961	-	723819	Mir181c
chr8	84208518	84208592	+	387216	Mir23a
chr8	84208672	84208758	+	387220	Mir27a
chr8	84208815	84208921	+	723960	Mir24-2
chr8	84208825	84208907	-	100526528	Mir3074-2
chr8	84210942	84237042	-	212168	Zswim4
chr8	84246226	84249761	-	101966	D8Ertd738e
chr8	84250576	84257324	-	67873	Mri1
chr8	84257767	84270402	-	67736	Ccdc130
chr8	84415364	84640249	+	12286	Cacna1a
chr8	84661331	84662852	-	15936	Ier2
chr8	84670479	84687862	-	66830	Nacc1
chr8	84689247	84699808	+	212528	Trmt1
chr8	84701457	84704716	+	17095	Lyl1
chr8	84704712	84800338	-	18032	Nfix
chr8	84815405	84832265	-	23863	Dand5
chr8	84832282	84835482	+	102060	Gadd45gip1
chr8	84834652	84840665	-	19358	Rad23a
chr8	84842088	84846931	-	12317	Calr
chr8	84856986	84869257	+	66590	Farsa
chr8	84867947	84868008	+	102466220	Mir7069
chr8	84872111	84887446	+	71846	Syce2
chr8	84886387	84893921	-	270076	Gcdh
chr8	84901928	84905295	+	16596	Klf1
chr8	84908624	84911461	+	13423	Dnase2a
chr8	84911475	84937353	-	56527	Mast1
chr8	84913335	84922915	+	100503676	Gm38426
chr8	84946991	84956603	+	234542	Rtbdn
chr8	84956610	84966011	-	69724	Rnaseh2a
chr8	84969622	84974811	+	21672	Prdx2
chr8	84976909	84978748	-	16477	Junb
chr8	84990595	85003364	+	170833	Hook2
chr8	85007202	85014531	-	212989	Best2
chr8	85017931	85025278	-	56495	Asna1
chr8	85026833	85030286	+	68544	Trir
chr8	85036915	85057583	+	212999	Tnpo2
chr8	85053160	85060460	-	320466	A230103J11Rik
chr8	85060119	85067121	+	68628	Fbxw9
chr8	85062086	85062171	+	102465648	Mir7070
chr8	85067568	85067982	-	100503710	Gm5741
chr8	85071757	85075161	+	330817	Dhps
chr8	85075035	85080746	-	67836	Wdr83
chr8	85080963	85082339	+	414077	Wdr83os
chr8	85083269	85098739	+	17159	Man2b1
chr8	85109167	85123095	-	244556	Zfp791
chr8	85151924	85173622	+	624855	Cks1brt
chr8	85230497	85231435	+	258858	Olfr371
chr8	85260392	85299497	-	65114	Vps35
chr8	85299632	85308279	+	56452	Orc6
chr8	85324929	85381041	-	213435	Mylk3
chr8	85408759	85432841	-	66714	4921524J17Rik
chr8	85492617	85527558	+	108682	Gpt2
chr8	85537640	85555271	-	56445	Dnaja2
chr8	85636588	85700893	-	74513	Neto2
chr8	85700905	85701021	+	102465898	Mir8109
chr8	85717557	85840949	-	71927	Itfg1
chr8	85840991	86060642	+	102093	Phkb
chr8	86504841	86580686	-	244562	Abcc12
chr8	86624043	86716636	+	66887	Lonp2
chr8	86723933	86746006	-	20437	Siah1a
chr8	86745699	86747060	+	666945	Gm10638
chr8	86841139	86885258	-	80750	N4bp1
chr8	87169747	87199850	-	100038706	Gm10637
chr8	87468853	87472592	-	12404	Cbln1
chr8	87472812	87525554	+	100040294	Gm2694
chr8	87563907	87589197	+	330820	4933402J07Rik
chr8	87636098	87642210	-	73557	1700096P03Rik
chr8	87661810	87959595	-	94187	Zfp423
chr8	88044898	88118607	-	100040328	Gm2716
chr8	88118759	88135197	+	382030	Cnep1r1
chr8	88137859	88171952	+	234549	Heatr3
chr8	88138206	88138274	+	102465649	Mir7071
chr8	88199213	88259722	+	214627	Tent4b
chr8	88272403	88329962	+	11513	Adcy7
chr8	88332311	88362191	-	26992	Brd7
chr8	88521344	88594887	+	93960	Nkd1
chr8	88626828	88636128	-	71607	Snx20
chr8	88647347	88688474	+	257632	Nod2
chr8	88697028	88751946	+	74256	Cyld
chr8	89024735	89024831	+	102465899	Mir8110
chr8	89027242	89044162	-	58198	Sall1
chr8	90247110	90348252	-	244579	Tox3
chr8	90828835	91054508	+	109151	Chd9
chr8	91070057	91123844	+	19651	Rbl2
chr8	91111781	91135494	-	14339	Aktip
chr8	91217030	91313222	-	244585	Rpgrip1l
chr8	91313525	91668433	+	26383	Fto
chr8	91798511	91801654	-	16373	Irx3
chr8	92326031	92356120	-	71296	Crnde
chr8	92357796	92361456	+	54352	Irx5
chr8	92674289	92680956	+	64379	Irx6
chr8	92827297	92853421	+	17390	Mmp2
chr8	92855350	92919279	+	270084	Lpcat2
chr8	92901395	92902409	+	69543	Capns2
chr8	92961047	93001667	+	20538	Slc6a2
chr8	93020214	93048192	-	244595	Ces1a
chr8	93056727	93080017	-	382044	Ces1b
chr8	93099015	93131283	-	13884	Ces1c
chr8	93166072	93197804	-	104158	Ces1d
chr8	93201218	93229619	-	13897	Ces1e
chr8	93256236	93279736	-	234564	Ces1f
chr8	93302369	93337209	-	12623	Ces1g
chr8	93499213	93535707	-	67935	Ces5a
chr8	93707015	93719975	-	108167546	Gm30606
chr8	93810838	93969388	+	14681	Gnao1
chr8	93811694	93813555	-	75809	4930488L21Rik
chr8	93971588	94012640	-	23802	Amfr
chr8	94019403	94037039	-	68219	Nudt21
chr8	94037198	94067922	+	270086	Ogfod1
chr8	94067954	94098811	-	67378	Bbs2
chr8	94137204	94139031	+	17752	Mt4
chr8	94152607	94154148	+	17751	Mt3
chr8	94172618	94173567	+	17750	Mt2
chr8	94179089	94180327	+	17748	Mt1
chr8	94214601	94317227	+	71805	Nup93
chr8	94324311	94324381	+	723956	Mir138-2
chr8	94329208	94366222	+	20497	Slc12a3
chr8	94386500	94395358	+	64209	Herpud1
chr8	94433127	94435103	-	320377	9330175E14Rik
chr8	94472763	94527272	+	434341	Nlrc5
chr8	94505046	94505105	+	102466800	Mir7072
chr8	94533028	94570529	+	234577	Cpne2
chr8	94574940	94601726	-	102122	Fam192a
chr8	94601941	94660276	+	67610	Rspry1
chr8	94666600	94674457	+	107566	Arl2bp
chr8	94674895	94696242	-	67801	Pllp
chr8	94745684	94751388	+	20299	Ccl22
chr8	94772180	94782427	+	20312	Cx3cl1
chr8	94810453	94812036	+	20295	Ccl17
chr8	94819818	94838340	-	109006	Ciapin1
chr8	94838417	94854895	+	67914	Coq9
chr8	94857450	94864242	+	20021	Polr2c
chr8	94863828	94876312	-	114255	Dok4
chr8	94902869	94918098	-	234582	Ccdc102a
chr8	94923694	94943290	+	382045	Adgrg5
chr8	94977109	95014208	+	14766	Adgrg1
chr8	95017692	95045250	+	54672	Adgrg3
chr8	95055103	95078141	+	330830	Drc7
chr8	95081201	95099874	+	74187	Katnb1
chr8	95099828	95142540	-	16582	Kifc3
chr8	95239043	95306585	-	333329	Cngb1
chr8	95311598	95321329	+	73407	Tepp
chr8	95326136	95331950	-	79233	Zfp319
chr8	95332284	95347513	+	101985	Usb1
chr8	95352296	95374293	+	17388	Mmp15
chr8	95420249	95434869	-	14894	Cfap20
chr8	95446096	95488820	-	13000	Csnk2a2
chr8	95534100	95558888	+	244608	Ccdc113
chr8	95559133	95576340	-	70993	Prss54
chr8	95633559	95645059	+	78833	Gins3
chr8	95678085	95715119	+	234593	Ndrg4
chr8	95715913	95719004	+	66083	Setd6
chr8	95719451	95807462	-	234594	Cnot1
chr8	95753151	95753214	-	102465650	Mir7073
chr8	95806830	95821728	+	319960	4930513N10Rik
chr8	95835923	95853508	-	234595	Slc38a7
chr8	95864137	95888365	-	14719	Got2
chr8	99007127	99032740	+	100873092	Gm15679
chr8	99024471	99416471	-	12564	Cdh8
chr8	99416674	99733438	+	234624	A330008L17Rik
chr8	102632095	102785111	-	12552	Cdh11
chr8	103343878	103347534	-	69794	1600027J07Rik
chr8	103603799	103680382	+	71058	4933400L20Rik
chr8	104088916	104105873	-	546096	Gm29682
chr8	104101625	104144502	+	12562	Cdh5
chr8	104170513	104219098	+	65115	Bean1
chr8	104226691	104248558	-	57813	Tk2
chr8	104250861	104264936	+	75458	Cklf
chr8	104281042	104293181	-	73381	Cmtm2a
chr8	104281042	104310145	-	100504164	Cmtm1
chr8	104322227	104330764	+	75502	Cmtm2b
chr8	104340594	104347672	+	68119	Cmtm3
chr8	104348191	104395807	-	97487	Cmtm4
chr8	104417674	104443047	-	234663	Dync1li2
chr8	104446719	104509887	-	320022	Terb1
chr8	104511028	104534637	-	234664	Nae1
chr8	104534700	104550343	+	12354	Car7
chr8	104591468	104596849	+	382051	Pdp2
chr8	104601915	104624396	-	12556	Cdh16
chr8	104628066	104631321	-	56437	Rrad
chr8	104639839	104641728	-	68523	Ciao2b
chr8	104734003	104741634	+	102022	Ces2a
chr8	104831644	104838652	+	234669	Ces2b
chr8	104847068	104854483	+	234671	Ces2c
chr8	104867424	104874083	+	667754	Ces2d-ps
chr8	104926260	104934672	+	234673	Ces2e
chr8	104947356	104958577	+	71903	Ces2f
chr8	104961718	104969537	+	72361	Ces2g
chr8	105000853	105020410	+	436059	Ces2h
chr8	105048599	105058414	+	382053	Ces3a
chr8	105083755	105093591	+	13909	Ces3b
chr8	105131800	105150109	+	234677	Ces4a
chr8	105170674	105217989	+	12400	Cbfb
chr8	105225188	105253053	+	234678	D230025D16Rik
chr8	105252638	105255153	-	97440	B3gnt9
chr8	105258575	105264594	-	71609	Tradd
chr8	105264648	105269326	+	50788	Fbxl8
chr8	105269801	105275845	+	26386	Hsf4
chr8	105276447	105281939	+	78688	Nol3
chr8	105280409	105289528	-	74356	4931428F04Rik
chr8	105289924	105296098	-	277978	Exoc3l
chr8	105297663	105305370	+	104394	E2f4
chr8	105305601	105310623	+	234683	Elmo3
chr8	105308364	105308460	-	723841	Mir328
chr8	105312340	105326276	-	234684	Lrrc29
chr8	105326364	105329057	+	66320	Tmem208
chr8	105329160	105347970	-	234686	Fhod1
chr8	105348258	105369881	+	277973	Slc9a5
chr8	105374904	105382862	+	102075	Plekhg4
chr8	105382807	105413502	-	279499	Kctd19
chr8	105413622	105464086	+	270091	Lrrc36
chr8	105467492	105471422	-	67971	Tppp3
chr8	105472425	105496870	-	70796	Zdhhc1
chr8	105518746	105523988	+	15484	Hsd11b2
chr8	105524470	105566040	-	11972	Atp6v0d1
chr8	105566695	105637474	-	11604	Agrp
chr8	105605229	105622219	+	75687	Ripor1
chr8	105615466	105615573	+	100316712	Mir1966
chr8	105624339	105637474	-	546100	Gm5914
chr8	105636538	105682922	+	13018	Ctcf
chr8	105686274	105698165	+	234695	Carmil2
chr8	105695860	105701095	-	497652	Acd
chr8	105701148	105703494	+	56513	Pard6a
chr8	105703652	105708168	-	102124	Enkd1
chr8	105708303	105710168	+	71046	4933405L10Rik
chr8	105716113	105758607	-	70575	Gfod2
chr8	105768308	105827350	-	74334	Ranbp10
chr8	105827744	105844676	+	72236	Tsnaxip1
chr8	105844678	105852008	-	320394	Cenpt
chr8	105855103	105856950	+	59016	Thap11
chr8	105860634	105880402	+	68051	Nutf2
chr8	105880881	105893225	+	234699	Edc4
chr8	105893567	105895023	+	234700	Nrn1l
chr8	105900474	105931802	+	244631	Pskh1
chr8	105931994	105933862	-	109660	Ctrl
chr8	105935728	105938392	-	19171	Psmb10
chr8	105939551	105943402	-	16816	Lcat
chr8	105943590	105966115	-	20498	Slc12a4
chr8	105951637	105951699	-	102465651	Mir7074
chr8	105973520	105979419	-	71854	Dpep3
chr8	105984945	105996423	-	319446	Dpep2
chr8	106009616	106011486	-	71986	Ddx28
chr8	106011478	106053840	+	66369	Dus2
chr8	106058840	106130537	+	18021	Nfatc3
chr8	106131183	106136974	-	77411	Esrp2
chr8	106135400	106138723	+	69771	1810019D21Rik
chr8	106150399	106164715	+	192654	Pla2g15
chr8	106168875	106198704	+	330836	Slc7a6
chr8	106200438	106210933	-	66432	Slc7a6os
chr8	106211054	106251694	+	214572	Prmt7
chr8	106252548	106337988	-	58994	Smpd3
chr8	106282229	106335754	+	75044	4930506A18Rik
chr8	106415339	106425895	+	22751	Zfp90
chr8	106510852	106556911	+	12560	Cdh3
chr8	106587143	106594820	+	68692	1110028F18Rik
chr8	106603350	106670247	+	12550	Cdh1
chr8	106683068	106851439	+	272538	Tango6
chr8	106870242	106882902	+	15118	Has3
chr8	106883863	106893593	-	214987	Chtf8
chr8	106893640	106923094	+	21771	Utp4
chr8	106935750	107014192	+	20650	Sntb2
chr8	107031326	107045756	+	116733	Vps4a
chr8	107046289	107048614	-	68023	Pdf
chr8	107046289	107056737	-	97484	Cog8
chr8	107056877	107060931	+	66164	Nip7
chr8	107061484	107065644	-	66269	Tmed6
chr8	107069402	107096545	-	21750	Terf2
chr8	107096025	107096106	-	102465652	Mir7075
chr8	107150661	107187470	+	66427	Cyb5b
chr8	107293470	107379517	+	54446	Nfat5
chr8	107388225	107403205	-	18104	Nqo1
chr8	107412489	107425038	-	67619	Nob1
chr8	107436398	107558595	+	66894	Wwp2
chr8	107551244	107551313	+	387158	Mir140
chr8	107580380	107588482	-	17463	Psmd7
chr8	108553252	108584677	-	109215	Lncbate1
chr8	108714644	108961636	+	11906	Zfhx3
chr8	108936860	108936938	+	100526511	Mir3108
chr8	109075222	109253639	+	628686	D030068K23Rik
chr8	109339787	109340908	-	384864	Gm1943
chr8	109494027	109542642	+	56523	Pmfbp1
chr8	109548024	109565601	-	64340	Dhx38
chr8	109565986	109574051	+	234723	Txnl4b
chr8	109575128	109579172	-	15439	Hp
chr8	109593248	109608673	-	56749	Dhodh
chr8	109614517	109674386	+	244646	Pkd1l3
chr8	109671321	109693294	-	71955	Ist1
chr8	109705546	109724932	+	75871	Zfp821
chr8	109726451	109737739	-	52335	Atxn1l
chr8	109778583	109864210	+	11765	Ap1g1
chr8	109839312	109839375	+	100217432	Snord71
chr8	109868603	109944671	+	244650	Phlpp2
chr8	109947909	109962205	-	73608	Marveld3
chr8	109990436	109999804	+	234724	Tat
chr8	110029075	110039334	-	26887	Chst4
chr8	110047432	110057176	+	77171	8030455M16Rik
chr8	110079734	110092752	+	234725	Zfp612
chr8	110137504	110168206	-	12308	Calb2
chr8	110217960	110224489	+	234728	Cmtr2
chr8	110266977	110610253	+	244653	Hydin
chr8	110495366	110502356	-	100861869	Gm21283
chr8	110618638	110720398	+	234729	Vac14
chr8	110721476	110741401	+	244654	Mtss1l
chr8	110741829	110805924	-	76527	Il34
chr8	110810492	110846803	-	101943	Sf3b3
chr8	110838535	110838598	-	100217465	Snord111
chr8	110846600	110882234	+	102339	Cog4
chr8	110882456	110902488	-	234730	Fuk
chr8	110919865	110972497	+	20444	St3gal2
chr8	110974991	110997823	-	13680	Ddx19a
chr8	111003186	111031751	-	234733	Ddx19b
chr8	111016450	111016530	-	100628592	Mir3473d
chr8	111033842	111055569	+	234734	Aars
chr8	111056339	111057664	+	72544	Exosc6
chr8	111064338	111082088	-	353287	Clec18a
chr8	111094745	111135144	+	319518	Pdpr
chr8	111127444	111145498	-	434350	9430091E24Rik
chr8	111157548	111259202	-	20340	Glg1
chr8	111270944	111300222	-	234736	Rfwd3
chr8	111311797	111338205	-	74568	Mlkl
chr8	111345138	111393821	-	338521	Fa2h
chr8	111448784	111522107	-	319481	Wdr59
chr8	111450200	111450322	+	102466970	NA
chr8	111536640	111626030	+	170737	Znrf1
chr8	111623785	111630322	-	52815	Ldhd
chr8	111643443	111671011	+	22640	Zfp1
chr8	111686510	111691010	-	66473	Ctrb1
chr8	111689601	111689674	-	102466993	Mir7076
chr8	111710474	111743849	-	12927	Bcar1
chr8	111768473	111854310	-	23837	Cfdp1
chr8	111864898	111876675	-	66817	Tmem170
chr8	111889135	111910199	-	56773	Chst5
chr8	111912018	111933791	-	234740	Tmem231
chr8	111940703	111952915	+	93739	Gabarapl2
chr8	111966908	111992302	-	30947	Adat1
chr8	111993439	112011354	-	85305	Kars
chr8	112011359	112020528	+	57321	Terf2ip
chr8	112554617	112569575	-	102640845	Gm26994
chr8	112570043	112882707	+	170571	Cntnap4
chr8	113067262	113093334	+	791378	Gm10280
chr8	113517282	113550808	+	78048	4930571O06Rik
chr8	113635586	113645192	+	270096	Mon1b
chr8	113643213	113655533	+	668110	Syce1l
chr8	113667926	113676458	-	102631810	Gm30052
chr8	113698137	113848843	-	208936	Adamts18
chr8	114133574	114152312	+	67528	Nudt7
chr8	114205640	114374070	+	270097	Vat1l
chr8	114341161	114351478	-	71122	4933408N05Rik
chr8	114418034	114428133	+	403395	Clec3a
chr8	114439652	115352712	+	80707	Wwox
chr8	115703253	115706894	-	17132	Maf
chr8	116505015	116515915	+	75465	Dynlrb2
chr8	116568724	116732991	-	75796	Cdyl2
chr8	116781712	116801412	-	78213	4930563M20Rik
chr8	116888685	116921436	-	66531	Cmc2
chr8	116921740	116941503	+	72155	Cenpn
chr8	116943393	116960445	+	234776	Atmin
chr8	116969599	116978959	-	69528	1700030J22Rik
chr8	116981828	116993449	-	68133	Gcsh
chr8	116995679	117082449	-	76645	Pkd1l2
chr8	117095865	117133720	+	63857	Bco1
chr8	117158135	117205186	+	209239	Gan
chr8	117257019	117461506	+	74440	Cmip
chr8	117453023	117453079	+	102466801	Mir7077
chr8	117459265	117459328	+	102465653	Mir7078
chr8	117498275	117635142	+	234779	Plcg2
chr8	117661399	117673636	-	74032	Sdr42e1
chr8	117681622	117693198	+	330850	Gm38416
chr8	117701946	117759029	+	15486	Hsd17b2
chr8	117791645	117801929	-	68533	Mphosph6
chr8	118283611	119324927	+	12554	Cdh13
chr8	119344538	119348929	+	68196	Hsbp1
chr8	119394892	119411088	+	56690	Mlycd
chr8	119437162	119446256	+	71839	Osgin1
chr8	119446719	119472635	+	117148	Necab2
chr8	119479602	119501698	-	234788	Slc38a8
chr8	119508151	119558761	-	56453	Mbtps1
chr8	119561978	119575200	-	72552	Hsdl1
chr8	119575235	119598454	+	68270	Dnaaf1
chr8	119597871	119605240	-	21341	Taf1c
chr8	119612747	119616926	+	75773	Adad2
chr8	119623854	119635680	-	66733	Kcng4
chr8	119666365	119688020	+	67866	Wfdc1
chr8	119700009	119757718	+	69047	Atp2c2
chr8	119760587	119778416	-	74347	Tldc1
chr8	119809214	119840579	-	72042	Cotl1
chr8	119862305	119876989	+	234796	Klhl36
chr8	119910360	119957560	+	22224	Usp10
chr8	119992438	120052794	+	78892	Crispld2
chr8	120081095	120101472	-	102193	Zdhhc7
chr8	120114152	120165307	+	234797	6430548M08Rik
chr8	120166397	120177469	-	436062	Fam92b
chr8	120204434	120228230	-	434353	A330074K22Rik
chr8	120488866	120581383	+	382034	Gse1
chr8	120538696	120538754	+	102466849	Mir7687
chr8	120581266	120589075	-	272551	Gins2
chr8	120608600	120634382	-	68918	1190005I06Rik
chr8	120608600	120668142	-	105734727	Gm27021
chr8	120653914	120668142	-	18117	Emc8
chr8	120668225	120674209	+	12857	Cox4i1
chr8	120736358	120756694	+	15900	Irf8
chr8	121054882	121083110	-	68790	Fendrr
chr8	121084386	121088154	+	15227	Foxf1
chr8	121097557	121108379	-	234814	Mthfsd
chr8	121116171	121118895	+	14234	Foxc2
chr8	121127685	121130644	+	14241	Foxl1
chr8	121530784	121541954	-	76405	1700018B08Rik
chr8	121544388	121547652	+	72259	1700030M09Rik
chr8	121549443	121578806	-	76454	Fbxo31
chr8	121590468	121598047	+	67443	Map1lc3b
chr8	121598703	121651933	-	142682	Zcchc14
chr8	121730559	121791083	+	57340	Jph3
chr8	121796308	121829569	-	234825	Klhdc4
chr8	121881146	121907686	-	20539	Slc7a5
chr8	121907833	121918428	+	407789	BC048644
chr8	121916135	121944912	-	12352	Car5a
chr8	121950492	122029260	+	53325	Banp
chr8	121978024	121978086	+	102466915	Mir7237
chr8	122282141	122337247	+	22761	Zfpm1
chr8	122356967	122360746	-	170732	Trhr2
chr8	122376609	122417365	+	76014	Zc3h18
chr8	122422085	122423639	+	234836	Il17c
chr8	122424771	122432940	-	13057	Cyba
chr8	122433596	122443422	-	192156	Mvd
chr8	122443656	122446476	+	100689703	9330133O14Rik
chr8	122445268	122451322	-	319574	Gm20735
chr8	122454206	122460692	-	30927	Snai3
chr8	122466147	122476064	-	68718	Rnf166
chr8	122476143	122483092	+	66965	Ctu2
chr8	122481698	122551329	-	234839	Piezo1
chr8	122568015	122573130	+	67177	Cdt1
chr8	122574637	122576907	-	11821	Aprt
chr8	122578237	122611487	-	50917	Galns
chr8	122611626	122615591	+	59005	Trappc2l
chr8	122619471	122622735	-	382035	Pabpn1l
chr8	122622265	122622375	-	102466643	Mir6396
chr8	122625136	122699109	-	12398	Cbfa2t3
chr8	122775505	122817881	+	257633	Acsf3
chr8	122848374	122867397	+	12555	Cdh15
chr8	122883822	123042284	-	77087	Ankrd11
chr8	123042575	123044602	+	100503178	2810013P06Rik
chr8	123062988	123097751	+	234847	Spg7
chr8	123102350	123105244	+	270106	Rpl13
chr8	123103058	123103105	+	100302565	Snord68
chr8	123104975	123105043	+	102465654	Mir7079
chr8	123117374	123135185	+	102278	Cpne7
chr8	123130106	123130172	+	102465655	Mir7080
chr8	123142847	123158280	-	57429	Sult5a1
chr8	123186235	123201812	+	13479	Dpep1
chr8	123204261	123212788	-	234852	Chmp1a
chr8	123212858	123222045	+	320869	Spata33
chr8	123224841	123232256	+	234854	Cdk10
chr8	123232258	123236209	-	78779	Spata2l
chr8	123235091	123242359	+	71186	4933417D19Rik
chr8	123242356	123254222	-	72325	Vps9d1
chr8	123254195	123270551	+	57247	Zfp276
chr8	123268244	123318576	-	14087	Fanca
chr8	123332713	123369518	+	234857	Spire2
chr8	123373711	123404174	+	66855	Tcf25
chr8	123407082	123410744	+	17199	Mc1r
chr8	123411564	123422010	+	22152	Tubb3
chr8	123442956	123463899	+	23854	Def8
chr8	123477862	123503916	+	114896	Afg3l1
chr8	123504718	123515455	-	72185	Dbndd1
chr8	123518835	123536650	+	104346	Gas8
chr8	123538784	123566087	-	100861480	Gm25018
chr8	123653929	123663880	+	69581	Rhou
chr8	123733958	123739941	+	234863	6030466F02Rik
chr8	123805996	123835291	+	19341	Rab4a
chr8	123840844	123860209	-	73420	Ccsap
chr8	123891758	123894775	-	11459	Acta1
chr8	123897123	123949265	-	234865	Nup133
chr8	123952459	123983122	-	56199	Abcb10
chr8	123996310	124021309	-	102162	Taf5l
chr8	124021508	124048504	+	382038	Urb2
chr8	124022641	124022722	+	100316819	Mir1967
chr8	124231394	124345722	+	108148	Galnt2
chr8	124369049	124433936	-	209966	Pgbd5
chr8	124520767	124552008	+	76332	Cog2
chr8	124556587	124569707	-	11606	Agt
chr8	124576111	124618731	+	73647	Capn9
chr8	124635756	124663369	-	69551	2310022B05Rik
chr8	124671327	124721975	-	234875	Ttc13
chr8	124722139	124734123	+	68865	Arv1
chr8	124740257	124751809	-	69627	Fam89a
chr8	124793019	124834704	+	330863	Trim67
chr8	124839355	124863029	-	66523	2810004N23Rik
chr8	124863033	124890057	+	14712	Gnpat
chr8	124890299	124897705	-	102058	Exoc8
chr8	124897886	124903813	+	244666	Sprtn
chr8	124908587	124949254	-	112405	Egln1
chr8	125012997	125034192	+	53424	Tsnax
chr8	125054195	125261151	+	244667	Disc1
chr8	125418063	125569756	-	244668	Sipa1l2
chr8	125584638	125625605	+	75930	4930567H12Rik
chr8	125669818	125673365	+	74393	Map10
chr8	125734203	125748235	+	66566	Ntpcr
chr8	125751508	125898317	-	270109	Pcnx2
chr8	125897914	125908144	+	102632990	A730098A19Rik
chr8	125910450	125947439	+	234878	Map3k21
chr8	125995102	126030685	+	16525	Kcnk1
chr8	126139382	126395978	+	210027	Slc35f3
chr8	126422501	126425435	+	67892	Coa6
chr8	126426652	126475065	-	212728	Tarbp1
chr8	126588296	126593436	-	270110	Irf2bp2
chr8	126849020	126851833	+	414091	A630001O12Rik
chr8	126930664	126945921	-	67952	Tomm20
chr8	126947172	126971079	-	52202	Rbm34
chr8	126978042	126979438	-	629746	Gm29688
chr8	127064056	127612286	+	93742	Pard3
chr8	128278148	128278225	-	102465212	Mir21c
chr8	128359073	128505476	+	18186	Nrp1
chr8	128359241	128359320	+	100316680	Mir1903
chr8	128685654	128733579	+	16412	Itgb1
chr8	128980019	129065492	-	74703	Ccdc7a
chr8	129067134	129183732	+	75453	Ccdc7b
chr8	129216354	129234046	-	72139	2610044O15Rik8
chr8	129263641	129282844	+	102635552	Gm32856
chr9	3038669	3038743	-	100628572	Mir101c
chr9	3190269	3199813	-	114673	4930433N12Rik
chr9	3335231	3385847	+	67667	Alkbh8
chr9	3404085	3479236	+	244672	Cwf19l2
chr9	3532349	3905791	+	234889	Gucy1a2
chr9	4294793	4309494	-	67618	Aasdhppt
chr9	4309743	4331732	+	69149	Kbtbd3
chr9	4376562	4386870	+	78100	Msantd4
chr9	4417893	4796234	-	14802	Gria4
chr9	5298517	5307281	+	12362	Casp1
chr9	5308849	5336791	+	12363	Casp4
chr9	5345476	5373034	+	12364	Casp12
chr9	6168612	6377519	+	71785	Pdgfd
chr9	6265028	6266547	-	71829	Ddi1
chr9	6928503	7177230	-	110350	Dync2h1
chr9	7184566	7207031	+	76863	Dcun1d5
chr9	7272514	7283333	+	17386	Mmp13
chr9	7344397	7369499	+	17381	Mmp12
chr9	7367670	7388026	-	83996	Mmp1b
chr9	7445822	7455975	+	17392	Mmp3
chr9	7464141	7476869	+	83995	Mmp1a
chr9	7502342	7510242	+	17384	Mmp10
chr9	7558429	7568486	+	17394	Mmp8
chr9	7571396	7581885	+	234911	Mmp27
chr9	7628231	7674968	+	30800	Mmp20
chr9	7669429	7695631	-	102722	AV064505
chr9	7692090	7699585	+	17393	Mmp7
chr9	7764077	7794333	+	71929	Tmem123
chr9	7784390	7784440	+	100885830	Mir5618
chr9	7818226	7837057	-	11797	Birc2
chr9	7848699	7873170	-	11796	Birc3
chr9	7931999	8004596	-	22601	Yap1
chr9	8021672	8042823	-	234912	Cfap300
chr9	8076633	8134294	-	234915	Cep126
chr9	8221889	8241987	+	76669	1700128F08Rik
chr9	8246786	8246881	+	100316772	Mir1899
chr9	8544142	8680741	+	22068	Trpc6
chr9	8644078	8740988	-	102634431	Gm32014
chr9	8899833	8968611	+	18667	Pgr
chr9	8994953	9239013	-	71544	Arhgap42
chr9	9236288	9260885	+	100579151	Gm16833
chr9	9660891	10904775	-	244682	Cntn5
chr9	9894431	9894521	+	102466147	Mir6237
chr9	13091267	13105855	-	78219	4930568E12Rik
chr9	13242790	13245741	-	77532	Jrkl
chr9	13246956	13292353	+	66396	Ccdc82
chr9	13297958	13709533	+	270118	Maml2
chr9	13431361	13432751	+	18689	Phxr4
chr9	13749181	13806481	+	77116	Mtmr2
chr9	13807783	13827107	-	74360	Cep57
chr9	13827727	13846522	+	72826	Fam76b
chr9	14276301	14326134	+	75747	Sesn3
chr9	14353990	14381507	-	71946	Endod1
chr9	14462581	14500482	-	244694	Kdm4d
chr9	14500619	14510620	+	66070	Cwc15
chr9	14541966	14643529	-	75723	Amotl1
chr9	14663022	14665099	+	665374	Gm7607
chr9	14696232	14740733	-	330890	Piwil4
chr9	14748459	14752122	-	14345	Fut4
chr9	14756593	14771030	-	69325	1700012B09Rik
chr9	14780196	14784561	-	56503	Ankrd49
chr9	14784654	14837125	+	17535	Mre11a
chr9	14860210	14870789	+	14608	Gpr83
chr9	14885814	14903951	-	64931	Izumo1r
chr9	15005785	15045478	-	55991	Panx1
chr9	15051841	15112108	-	244698	Hephl1
chr9	15239045	15259413	+	69137	Vstm5
chr9	15260351	15279867	-	234959	Med17
chr9	15283337	15306448	-	70984	4931406C07Rik
chr9	15306214	15316997	+	75316	Taf1d
chr9	15312611	15312669	+	102465758	Gm25500
chr9	15316914	15357788	-	319675	Cep295
chr9	15326289	15326330	-	100216535	Scarna9
chr9	15493432	15545260	+	170748	Smco4
chr9	15559864	15627933	-	234964	Deup1
chr9	15619857	15641220	+	78025	4930540M03Rik
chr9	15709769	15738789	+	234967	Slc36a4
chr9	15862377	15874556	-	244701	Mtnr1b
chr9	15910193	16378231	-	270120	Fat3
chr9	18292267	18314000	+	66917	Chordc1
