seqnames	start	end	width	strand	gene_id	symbol
chr12	101280109	101386616	106508	+	27340	UTP20
chr12	101393120	101407820	14701	-	400	ARL1
chr12	101475421	101486997	11577	+	121599	SPIC
chr12	101568353	101686018	117666	+	4604	MYBPC1
chr12	101696947	101744140	47194	+	56994	CHPT1
chr12	101728648	101739472	10825	-	50511	SYCP3
chr12	101745497	101830938	85442	-	79158	GNPTAB
chr12	101877351	102012130	134780	+	55332	DRAM1
chr12	102012927	102062149	49223	-	51019	WASHC3
chr12	102073103	102120124	47022	-	79023	NUP37
chr12	102120185	102197520	77336	+	55010	PARPBP
chr12	102196459	102197845	1387	-	5367	PMCH
chr12	102395867	102480645	84779	-	3479	IGF1
chr12	102809280	102824399	15120	-	283432	LINC00485
chr12	102836885	102958410	121526	-	5053	PAH
chr12	102957686	102960516	2831	+	429	ASCL1
chr12	103151842	103168309	16468	+	101929058	LOC101929058
chr12	103237591	103496010	258420	-	374470	C12orf42
chr12	103547794	103559815	12022	+	101929084	LINC02401
chr12	103587273	103766727	179455	+	55576	STAB2
chr12	103770453	103841197	70745	-	51559	NT5DC3
chr12	103930107	103953645	23539	+	7184	HSP90B1
chr12	103930425	103930555	131	+	100500842	MIR3652
chr12	103950202	103965708	15507	-	728568	C12orf73
chr12	103965804	103988874	23071	+	6996	TDG
chr12	103988984	104064183	75200	-	83468	GLT8D2
chr12	104064457	104106524	42068	+	29915	HCFC2
chr12	104117077	104138289	21213	-	4801	NFYB
chr12	104215779	104350305	134527	+	7296	TXNRD1
chr12	104303739	104305202	1464	+	493861	EID3
chr12	104456968	104762014	305047	+	50515	CHST11
chr12	104591633	104591716	84	+	100500843	MIR3922
chr12	104802553	104928655	126103	-	84102	SLC41A2
chr12	104986310	104995226	8917	+	121053	C12orf45
chr12	105019784	105084577	64794	-	160428	ALDH1L2
chr12	105102472	105107179	4708	-	414300	LOC414300
chr12	105107324	105169134	61811	+	23325	WASHC4
chr12	105173296	105236238	62943	-	55198	APPL2
chr12	105235290	105396097	160808	+	387882	C12orf75
chr12	105304867	105327017	22151	-	105369954	KCCAT198
chr12	105704203	105744062	39860	+	101929110	CASC18
chr12	106063340	106140033	76694	-	9891	NUAK1
chr12	106237877	106304279	66403	-	10970	CKAP4
chr12	106301929	106347015	45087	+	255394	TCP11L2
chr12	106357658	106510198	152541	+	55703	POLR3B
chr12	106495958	106774918	278961	-	100287944	LOC100287944
chr12	106582907	106762803	179897	+	5992	RFX4
chr12	106680758	106684700	3943	-	100505978	LOC100505978
chr12	106774595	106889316	114722	+	55188	RIC8B
chr12	106955719	106974036	18318	+	90488	TMEM263
chr12	106977291	106987166	9876	-	80298	MTERF2
chr12	106991364	107093829	102466	-	1407	CRY1
chr12	107318413	107659642	341230	+	121551	BTBD11
chr12	107685732	107713167	27436	+	11137	PWP1
chr12	107732866	107761272	28407	-	11108	PRDM4
chr12	107736555	107759968	23414	+	101929162	LOC101929162
chr12	107774385	107776644	2260	+	121549	ASCL4
chr12	108129471	108250537	121067	+	9671	WSCD2
chr12	108288044	108339341	51298	-	1240	CMKLR1
chr12	108434130	108492585	58456	-	102723562	LINC01498
chr12	108515185	108525832	10648	+	11153	FICD
chr12	108522580	108561389	38810	-	9733	SART3
chr12	108562582	108569384	6803	+	23479	ISCU
chr12	108589846	108598320	8475	-	338773	TMEM119
chr12	108622277	108633959	11683	-	6404	SELPLG
chr12	108645109	108731596	86488	-	23603	CORO1C
chr12	108778192	108857590	79399	-	54434	SSH1
chr12	108836908	108837006	99	-	693204	MIR619
chr12	108858932	108901043	42112	+	1610	DAO
chr12	108907741	109021240	113500	-	55530	SVOP
chr12	109023089	109088026	64938	+	84749	USP30
chr12	109052350	109053952	1603	-	100131733	USP30-AS1
chr12	109088188	109093631	5444	-	121642	ALKBH2
chr12	109097574	109110992	13419	+	7374	UNG
chr12	109116595	109268226	151632	+	32	ACACB
chr12	109277979	109309220	31242	-	121643	FOXN4
chr12	109347903	109455523	107621	+	283446	MYO1H
chr12	109354083	109359488	5406	-	101928138	LINC01486
chr12	109448656	109477544	28889	-	83892	KCTD10
chr12	109477402	109536705	59304	+	89910	UBE3B
chr12	109553737	109573874	20138	-	326625	MMAB
chr12	109573255	109598117	24863	+	4598	MVK
chr12	109714228	109770507	56280	+	84915	FAM222A
chr12	109734166	109773508	39343	-	84983	FAM222A-AS1
chr12	109783085	109833401	50317	-	59341	TRPV4
chr12	109833348	109833436	89	+	100616454	MIR4497
chr12	109850943	109880488	29546	-	51228	GLTP
chr12	109900264	109953269	53006	+	84260	TCHP
chr12	109929792	109996389	66598	-	9815	GIT2
chr12	109999186	110039763	40578	+	88455	ANKRD13A
chr12	110041160	110073634	32475	-	400073	C12orf76
chr12	110124335	110218797	94463	+	28981	IFT81
chr12	110280756	110351093	70338	+	488	ATP2A2
chr12	110372900	110445548	72649	-	51434	ANAPC7
chr12	110434825	110450422	15598	-	10094	ARPC3
chr12	110452484	110469268	16785	-	51184	GPN3
chr12	110468364	110490385	22022	+	29902	FAM216A
chr12	110491097	110502117	11021	-	51699	VPS29
chr12	110501655	110532086	30432	+	144715	RAD9B
chr12	110533245	110583320	50076	-	160760	PPTC7
chr12	110614027	110649430	35404	+	79600	TCTN1
chr12	110627841	110704950	77110	-	84329	HVCN1
chr12	110719680	110742939	23260	-	5501	PPP1CC
chr12	110846769	110907535	60767	+	160762	CCDC63
chr12	110910819	110920722	9904	-	4633	MYL2
chr12	110936585	110958208	21624	+	100131138	LINC01405
chr12	110951683	110957812	6130	-	105369980	LOC105369980
chr12	111034024	111350554	316531	+	23316	CUX2
chr12	111304142	111304209	68	+	102465455	MIR6760
chr12	111360651	111369121	8471	-	144717	PHETA1
chr12	111405948	111451623	45676	+	10019	SH2B3
chr12	111452214	111599676	147463	-	6311	ATXN2
chr12	111642146	111685986	43841	-	8315	BRAP
chr12	111686056	111757107	71052	+	80724	ACAD10
chr12	111753890	111817529	63640	+	217	ALDH2
chr12	111799834	111799905	72	+	102465456	MIR6761
chr12	111839764	111842902	3139	-	51275	MAPKAPK5-AS1
chr12	111841978	111902238	60261	+	8550	MAPKAPK5
chr12	111931282	112013166	81885	-	89894	TMEM116
chr12	112013316	112023451	10136	+	10961	ERP29
chr12	112026689	112109022	82334	-	80018	NAA25
chr12	112037599	112037715	117	-	100500889	MIR3657
chr12	112125501	112153609	28109	+	10906	TRAFD1
chr12	112160188	112382439	222252	-	283450	HECTD4
chr12	112163258	112163321	64	-	102465519	MIR6861
chr12	112405190	112418838	13649	-	6128	RPL6
chr12	112418909	112509913	91005	+	5781	PTPN11
chr12	112570380	112898881	328502	+	22895	RPH3A
chr12	112906777	112933222	26446	+	4938	OAS1
chr12	112938352	112973249	34898	+	4940	OAS3
chr12	112978395	113011723	33329	+	4939	OAS2
chr12	113057690	113098028	40339	+	1840	DTX1
chr12	113098819	113136239	37421	-	8437	RASAL1
chr12	113149858	113159276	9419	+	387885	CFAP73
chr12	113157174	113185479	28306	-	79039	DDX54
chr12	113159113	113159177	65	-	102466222	MIR7106
chr12	113185526	113192368	6843	+	84934	RITA1
chr12	113195441	113221094	25654	-	115811	IQCD
chr12	113221050	113298585	77536	+	53373	TPCN1
chr12	113291523	113291608	86	+	102465457	MIR6762
chr12	113298759	113359493	60735	-	80024	SLC8B1
chr12	113358566	113391625	33060	+	196463	PLBD2
chr12	113392445	113426301	33857	-	10993	SDS
chr12	113422237	113438276	16040	+	113675	SDSL
chr12	113462034	113472072	10039	-	64211	LHX5
chr12	113472003	113480624	8622	+	104355219	LHX5-AS1
chr12	113679459	113773683	94225	-	100506465	LINC01234
chr12	113816742	113966371	149630	-	9904	RBM19
chr12	114353931	114408442	54512	-	6910	TBX5
chr12	114408191	114412831	4641	+	255480	TBX5-AS1
chr12	114670254	114684164	13911	-	6926	TBX3
chr12	115953872	116277338	323467	-	23389	MED13L
chr12	116148560	116148654	95	-	693205	MIR620
chr12	116428252	116428318	67	-	100616309	MIR4472-2
chr12	116533422	116536518	3097	+	100287569	LINC00173
chr12	116550742	116576448	25707	+	643246	MAP1LC3B2
chr12	116710185	116738070	27886	-	79794	C12orf49
chr12	116738178	116853631	115454	+	84900	RNFT2
chr12	116856144	116881441	25298	-	8739	HRK
chr12	116910956	117031148	120193	+	26259	FBXW8
chr12	116977442	116987337	9896	-	100506551	LOC100506551
chr12	117038923	117099479	60557	-	54997	TESC
chr12	117099481	117142091	42611	+	101928244	TESC-AS1
chr12	117141988	117190531	48544	-	23014	FBXO21
chr12	117208142	117452170	244029	-	4842	NOS1
chr12	117453012	117968983	515972	-	283455	KSR2
chr12	118013588	118033130	19543	+	5985	RFC5
chr12	118032694	118062430	29737	-	55884	WSB2
chr12	118063593	118135948	72356	-	54621	VSIG10
chr12	118135858	118145584	9727	+	5037	PEBP1
chr12	118149801	118372945	223145	-	51347	TAOK3
chr12	118376380	118418031	41652	+	64426	SUDS3
chr12	118758754	118761679	2926	-	105370014	LINC02423
chr12	118818804	118833536	14733	-	105370016	LINC02439
chr12	118981495	119163051	181557	+	84530	SRRM4
chr12	119174065	119176484	2420	-	105370024	LOC105370024
chr12	119178642	119221131	42490	+	26353	HSPB8
chr12	119283825	119303380	19556	-	144742	LINC00934
chr12	119334712	119541047	206336	+	160777	CCDC60
chr12	119593459	119643066	49608	+	387890	TMEM233
chr12	119667753	119681630	13878	+	5564	PRKAB1
chr12	119685790	119877291	191502	-	11113	CIT
chr12	119713634	119713724	91	-	100302274	MIR1178
chr12	119989869	120094494	104626	+	92558	BICDL1
chr12	120095095	120117502	22408	-	11021	RAB35
chr12	120127203	120194710	67508	-	10985	GCN1
chr12	120155434	120155499	66	-	100616179	MIR4498
chr12	120196686	120201235	4550	-	6175	RPLP0
chr12	120201291	120213138	11848	+	100506649	PXN-AS1
chr12	120210439	120265771	55333	-	5829	PXN
chr12	120291763	120291903	141	-	26834	RNU4-2
chr12	120293097	120293237	141	-	26835	RNU4-1
chr12	120302316	120313249	10934	+	23409	SIRT4
chr12	120322111	120327789	5679	-	5319	PLA2G1B
chr12	120341330	120369180	27851	-	4440	MSI1
chr12	120438090	120440742	2653	+	1337	COX6A1
chr12	120438198	120463749	25552	+	283459	GATC
chr12	120443961	120446412	2452	-	51499	TRIAP1
chr12	120461668	120469793	8126	-	8683	SRSF9
chr12	120469850	120498493	28644	+	8655	DYNLL1
chr12	120490328	120495940	5613	-	100506668	NRAV
chr12	120503274	120534434	31161	-	84274	COQ5
chr12	120534351	120577594	43244	+	9921	RNF10
chr12	120578764	120581398	2635	-	51367	POP5
chr12	120640552	120667324	26773	+	9478	CABP1
chr12	120686869	120701864	14996	+	9761	MLEC
chr12	120710435	120723640	13206	+	84747	UNC119B
chr12	120723193	120723266	74	+	100616329	MIR4700
chr12	120725735	120740008	14274	+	35	ACADS
chr12	120762510	120904371	141862	-	121665	SPPL3
chr12	120969838	120972292	2455	-	283460	HNF1A-AS1
chr12	120978543	121002512	23970	+	6927	HNF1A
chr12	121000486	121016502	16017	-	64897	C12orf43
chr12	121019111	121039242	20132	-	8638	OASL
chr12	121132819	121188032	55214	+	5027	P2RX7
chr12	121209857	121234106	24250	+	5025	P2RX4
chr12	121237691	121298308	60618	-	10645	CAMKK2
chr12	121308245	121399896	91652	-	51433	ANAPC5
chr12	121400041	121430623	30583	+	80196	RNF34
chr12	121429097	121581015	151919	-	84678	KDM2B
chr12	121444273	121444352	80	-	102465665	MIR7107
chr12	121626550	121642677	16128	+	84876	ORAI1
chr12	121648742	121672631	23890	-	283385	MORN3
chr12	121712752	121782062	69311	+	144404	TMEM120B
chr12	121777754	121800677	22924	-	54509	RHOF
chr12	121780952	121803906	22955	-	338799	LINC01089
chr12	121804180	121832584	28405	+	23067	SETD1B
chr12	121839527	121863596	24070	-	3242	HPD
chr12	121888731	121921470	32740	+	5715	PSMD9
chr12	121915333	122003927	88595	+	144406	WDR66
chr12	122019422	122062044	42623	+	605	BCL7A
chr12	122063306	122068616	5311	+	100506691	LOC100506691
chr12	122078722	122147347	68626	+	22877	MLXIP
chr12	122167738	122203471	35734	+	254050	LRRC43
chr12	122172030	122174199	2170	-	386653	IL31
chr12	122203543	122208952	5410	+	79369	B3GNT4
chr12	122207662	122227534	19873	-	56616	DIABLO
chr12	122207779	122266521	58743	-	65082	VPS33A
chr12	122271432	122422632	151201	-	6249	CLIP1
chr12	122395542	122400857	5316	+	100507066	CLIP1-AS1
chr12	122471600	122501073	29474	-	55596	ZCCHC8
chr12	122503458	122527000	23543	-	65117	RSRC2
chr12	122527246	122626396	99151	+	9735	KNTC1
chr12	122701293	122703343	2051	-	338442	HCAR2
chr12	122714756	122716892	2137	-	8843	HCAR3
chr12	122726076	122730843	4768	-	27198	HCAR1
chr12	122752774	122771064	18291	+	8562	DENR
chr12	122774327	122827528	53202	+	84660	CCDC62
chr12	122834453	122862960	28508	+	9026	HIP1R
chr12	122865328	122896444	31117	-	79720	VPS37B
chr12	122920951	122981649	60699	-	23457	ABCB9
chr12	122974580	122982907	8328	+	79676	OGFOD2
chr12	122980060	122982913	2854	+	51329	ARL6IP4
chr12	122983480	123150015	166536	-	57605	PITPNM2
chr12	123010667	123010728	62	-	100422931	MIR4304
chr12	123081384	123084744	3361	+	100507091	PITPNM2-AS1
chr12	123152324	123244014	91691	-	10198	MPHOSPH9
chr12	123232916	123257959	25044	+	91574	C12orf65
chr12	123260971	123272334	11364	-	8099	CDK2AP1
chr12	123289109	123364843	75735	-	55206	SBNO1
chr12	123364764	123364843	80	-	102466877	MIR8072
chr12	123383773	123409358	25586	+	387893	KMT5A
chr12	123410683	123436717	26035	-	196383	RILPL2
chr12	123457641	123473154	15514	+	11066	SNRNP35
chr12	123470054	123533718	63665	-	353116	RILPL1
chr12	123536409	123536534	126	+	100500909	MIR3908
chr12	123575891	123585115	9225	-	101927415	LOC101927415
chr12	123584549	123597342	12794	+	10959	TMED2
chr12	123602077	123620941	18865	+	57696	DDX55
chr12	123620406	123633766	13361	-	1967	EIF2B1
chr12	123633739	123662606	28868	+	2967	GTF2H3
chr12	123671113	123708403	37291	+	79867	TCTN2
chr12	123712318	123761755	49438	+	23545	ATP6V0A2
chr12	123762188	123936206	174019	+	196385	DNAH10
chr12	123918660	123972831	54172	-	80212	CCDC92
chr12	123971845	124088594	116750	+	144348	ZNF664
chr12	123973219	124316022	342804	+	100533183	ZNF664-RFLNA
chr12	124289164	124316024	26861	+	144347	RFLNA
chr12	124324415	124567589	243175	-	9612	NCOR2
chr12	124337181	124337242	62	-	102466204	MIR6880
chr12	124776856	124882668	105813	-	949	SCARB1
chr12	124911646	124917368	5723	-	7316	UBC
chr12	124915547	124915659	113	+	100847004	MIR5188
chr12	124946825	124989122	42298	-	57647	DHX37
chr12	124993700	125031231	37532	+	140707	BRI3BP
chr12	125025434	125027410	1977	-	102659353	THRIL
chr12	125065379	125143333	77955	+	65985	AACS
chr12	125186836	125662377	475542	+	114795	TMEM132B
chr12	125958688	125983374	24687	-	400084	LINC00939
chr12	126095992	126103935	7944	+	101927464	LINC02359
chr12	126442481	126472790	30310	+	100128554	LINC02347
chr12	126610034	126690322	80289	-	100996671	LOC100996671
chr12	126726270	126746252	19983	+	100507206	LINC00943
chr12	126729787	126772411	42625	-	387895	LINC00944
chr12	126869490	126874690	5201	-	440117	LINC02372
chr12	126915203	127060401	145199	-	101927592	LINC02405
chr12	127324155	127340072	15918	-	101927616	LINC02375
chr12	127631248	127636467	5220	-	101927637	LINC02411
chr12	127881617	127898639	17023	+	400087	LINC02393
chr12	127915372	127951552	36181	+	100862680	LINC00507
chr12	127940595	127950160	9566	-	104472718	LINC00508
chr12	128023788	128027166	3379	-	105370070	LINC02441
chr12	128086985	128118132	31148	-	100996679	LINC02369
chr12	128118217	128121952	3736	+	101927694	LINC02368
chr12	128244506	128244573	68	+	100616298	NA
chr12	128267403	128707915	440513	+	92293	TMEM132C
chr12	128294092	128294178	87	+	100500817	MIR3612
chr12	128793191	128823983	30793	-	121260	SLC15A4
chr12	128853427	128984968	131542	+	144423	GLT1D1
chr12	129071725	129903666	831942	-	121256	TMEM132D
chr12	129109629	129113294	3666	+	283352	TMEM132D-AS1
chr12	129208601	129212662	4062	+	101927735	TMEM132D-AS2
chr12	130033454	130045057	11604	-	100190940	LINC02418
chr12	130144315	130162256	17942	-	440119	FZD10-DT
chr12	130162459	130165740	3282	+	11211	FZD10
chr12	130337887	130372637	34751	+	9271	PIWIL1
chr12	130396137	130716281	320145	-	23504	RIMBP2
chr12	130789600	130839266	49667	-	2054	STX2
chr12	130871879	130877678	5800	+	5901	RAN
chr12	130953907	131141469	187563	+	283383	ADGRD1
chr12	130990138	130993976	3839	-	105755954	ADGRD1-AS1
chr12	131165011	131212931	47921	+	116437	LINC01257
chr12	131296110	131297972	1863	-	107161159	LINC02415
chr12	131347470	131367555	20086	+	338797	LINC02370
chr12	131711081	131799737	88657	+	6433	SFSWAP
chr12	131828393	131851783	23391	+	4326	MMP17
chr12	131894651	131923167	28517	+	8408	ULK1
chr12	131929200	131945896	16697	+	80324	PUS1
chr12	131949920	132081102	131183	+	57634	EP400
chr12	132031224	132031359	136	+	677829	SNORA49
chr12	132084283	132131639	47357	+	347918	EP400P1
chr12	132136594	132144335	7742	-	317781	DDX51
chr12	132144448	132152473	8026	+	79050	NOC4L
chr12	132196372	132329349	132978	-	50614	GALNT9
chr12	132275391	132280900	5510	+	100130238	LOC100130238
chr12	132329850	132331575	1726	+	101928416	LOC101928416
chr12	132489551	132585188	95638	+	57666	FBRSL1
chr12	132581997	132582061	65	+	102465975	MIR6763
chr12	132603150	132610543	7394	-	100507055	LRCOL1
chr12	132618780	132622386	3607	+	22953	P2RX2
chr12	132623753	132687365	63613	-	5426	POLE
chr12	132687606	132714912	27307	+	5827	PXMP2
chr12	132710819	132722734	11916	+	192111	PGAM5
chr12	132725503	132761888	36386	-	23141	ANKLE2
chr12	132768909	132828858	59950	-	2802	GOLGA3
chr12	132822187	132956304	134118	-	55743	CHFR
chr12	132887842	132888583	742	+	101928530	LOC101928530
chr12	132918308	132956306	37999	-	100289635	ZNF605
chr12	132986365	133027103	40739	+	7574	ZNF26
chr12	133030389	133037222	6834	-	101928597	LOC101928597
chr12	133037292	133063304	26013	+	7637	ZNF84
chr12	133079838	133107544	27707	+	7699	ZNF140
chr12	133106817	133130473	23657	-	101060200	ZNF891
chr12	133130575	133159465	28891	+	7556	ZNF10
chr12	133130984	133214831	83848	+	10795	ZNF268
chr12	133218312	133236095	17784	-	647589	ANHX
chr13	18195297	18232024	36728	+	26080	FAM230C
chr13	18869185	18869291	107	-	284232	ANKRD20A9P
chr13	18905439	18907810	2372	+	100652856	LINC00408
chr13	19008259	19012559	4301	+	348021	LINC00442
chr13	19173770	19181852	8083	-	7278	TUBA3C
chr13	19262797	19263873	1077	-	100101938	ANKRD26P3
chr13	19345049	19346749	1701	+	100287114	LINC00421
chr13	19422877	19536762	113886	-	93492	TPTE2
chr13	19587118	19588350	1233	+	100874136	LINC00350
chr13	19633681	19673459	39779	+	54737	MPHOSPH8
chr13	19674752	19783019	108268	-	55269	PSPC1
chr13	19823482	19863636	40155	-	9205	ZMYM5
chr13	19958670	20091829	133160	+	7750	ZMYM2
chr13	20102701	20103230	530	+	104355137	LINC01072
chr13	20138255	20161049	22795	-	2700	GJA3
chr13	20187470	20192898	5429	-	2706	GJB2
chr13	20221971	20232395	10425	-	10804	GJB6
chr13	20403667	20525857	122191	-	51084	CRYL1
chr13	20433778	20433846	69	-	100616304	MIR4499
chr13	20567069	20691437	124369	+	8100	IFT88
chr13	20702127	20723098	20972	+	53342	IL17D
chr13	20728731	20773958	45228	-	221143	EEF1AKMT1
chr13	20777329	20903048	125720	-	64328	XPO4
chr13	20973032	21061547	88516	-	26524	LATS2
chr13	21140514	21149084	8571	+	10284	SAP18
chr13	21153595	21176602	23008	-	221150	SKA3
chr13	21176645	21179084	2440	+	78988	MRPL57
chr13	21234568	21235204	637	+	103689843	LINC01046
chr13	21303515	21348721	45207	-	100652865	LINC00539
chr13	21372573	21459370	86798	-	253832	ZDHHC20
chr13	21492691	21604214	111524	-	221154	MICU2
chr13	21671383	21704498	33116	+	2254	FGF9
chr13	21872770	21878160	5391	-	100874182	LINC00424
chr13	22040975	22276524	235550	+	100506622	LINC00540
chr13	23180952	23325165	144214	+	6445	SGCG
chr13	23328823	23433728	104906	-	26278	SACS
chr13	23418971	23428869	9899	+	100506680	SACS-AS1
chr13	23466571	23487464	20894	+	100506697	LINC00327
chr13	23570370	23676104	105735	+	55504	TNFRSF19
chr13	23730189	23889419	159231	-	4285	MIPEP
chr13	23888889	23897263	8375	+	542767	PCOTH
chr13	23891099	23902655	11557	-	387911	C1QTNF9B
chr13	23979700	24321031	341332	+	221178	SPATA13
chr13	24162416	24162504	89	+	100313842	MIR2276
chr13	24252749	24254439	1691	-	100874231	SPATA13-AS1
chr13	24307166	24322535	15370	+	338872	C1QTNF9
chr13	24331450	24337121	5672	+	100861547	LINC00566
chr13	24420926	24512810	91885	-	143	PARP4
chr13	24566873	24597676	30804	+	374491	TPTE2P6
chr13	24680411	24712493	32083	+	479	ATP12A
chr13	24764152	24879921	115770	+	56163	RNF17
chr13	24882284	24922889	40606	-	55835	CENPJ
chr13	25095868	25099254	3387	+	5042	PABPC3
chr13	25161684	25172288	10605	-	219287	AMER2
chr13	25172828	25180079	7252	-	101928922	LINC00463
chr13	25181441	25189760	8320	+	102723318	LINC01053
chr13	25246201	25288009	41809	-	9107	MTMR6
chr13	25301524	25349800	48277	+	9818	NUP58
chr13	25372071	26025851	653781	+	51761	ATP8A2
chr13	26044597	26051031	6435	-	387914	SHISA2
chr13	26132115	26222493	90379	-	6049	RNF6
chr13	26254104	26405238	151135	+	1024	CDK8
chr13	26557703	26688948	131246	+	10810	WASF3
chr13	26755200	26760785	5586	-	2835	GPR12
chr13	27066142	27171896	105755	-	219333	USP12
chr13	27162855	27169135	6281	+	100874070	USP12-AS1
chr13	27172259	27182998	10740	+	100874071	USP12-AS2
chr13	27236282	27236811	530	-	102723332	LINC00412
chr13	27251309	27256691	5383	+	6144	RPL21
chr13	27255064	27255135	72	+	26771	SNORD102
chr13	27255401	27255526	126	+	619499	SNORA27
chr13	27270327	27273690	3364	+	387496	RASL11A
chr13	27424544	27435823	11280	+	2971	GTF3A
chr13	27435643	27450591	14949	-	219402	MTIF3
chr13	27545911	27620404	74494	-	222484	LNX2
chr13	27620743	27667415	46673	+	51082	POLR1D
chr13	27792643	27794768	2126	+	219409	GSX1
chr13	27833444	27921404	87961	-	100861550	PLUT
chr13	27920020	27926231	6212	+	3651	PDX1
chr13	27945206	27945590	385	+	432369	ATP5F1EP2
chr13	27953526	27955370	1845	+	100132234	LINC00543
chr13	27962137	27971139	9003	-	1045	CDX2
chr13	27977714	27988654	10941	-	646625	URAD
chr13	28003274	28100592	97319	-	2322	FLT3
chr13	28138506	28295335	156830	+	255967	PAN3
chr13	28300344	28495128	194785	-	2321	FLT1
chr13	28659104	28678925	19822	+	51371	POMP
chr13	28700064	28718970	18907	-	283537	SLC46A3
chr13	28820348	29505947	685600	+	23281	MTUS2
chr13	29476515	29490105	13591	-	100874107	MTUS2-AS1
chr13	29509410	29595688	86279	-	6541	SLC7A1
chr13	29764371	29850684	86314	-	5412	UBL3
chr13	29872613	29888405	15793	-	100874059	LINC00297
chr13	29918647	29926651	8005	-	100861573	LINC00572
chr13	29935905	29950488	14584	+	440131	LINC00544
chr13	30103178	30108875	5698	-	100874146	LINC00365
chr13	30202630	30307484	104855	-	84056	KATNAL1
chr13	30340270	30377145	36876	-	100188949	LINC00426
chr13	30419519	30422237	2719	-	103724387	LINC01058
chr13	30456704	30617597	160894	-	3146	HMGB1
chr13	30617783	30659549	41767	+	10208	USPL1
chr13	30713478	30764426	50949	+	241	ALOX5AP
chr13	30803206	30810645	7440	+	100874158	LINC00398
chr13	30881933	30933846	51914	-	100507064	TEX26-AS1
chr13	30882551	30883395	845	+	440132	LINC00545
chr13	30906191	30925572	19382	+	84935	MEDAG
chr13	30932703	30975502	42800	+	122046	TEX26
chr13	31134974	31162388	27415	-	10808	HSPH1
chr13	31199936	31332276	132341	+	145173	B3GLCT
chr13	31739542	31803388	63847	+	122042	RXFP2
chr13	32025314	32031639	6326	-	100507099	FRY-AS1
chr13	32031300	32299122	267823	+	10129	FRY
chr13	32303700	32315344	11645	-	646799	ZAR1L
chr13	32315474	32400266	84793	+	675	BRCA2
chr13	32400723	32428311	27589	-	90634	N4BP2L1
chr13	32432417	32538885	106469	-	10443	N4BP2L2
chr13	32504506	32509395	4890	-	116828	N4BP2L2-IT2
chr13	32586427	32778019	191593	+	23047	PDS5B
chr13	32877431	32911650	34220	-	100874167	LINC00423
chr13	33016433	33066145	49713	+	9365	KL
chr13	33103135	33676768	573634	-	90627	STARD13
chr13	33180401	33281584	101184	+	100874241	STARD13-AS
chr13	33818049	33966558	148510	+	5983	RFC3
chr13	34435450	34640685	205236	-	100874179	LINC00457
chr13	34942287	35672736	730450	+	26960	NBEA
chr13	35474182	35477209	3028	-	4081	MAB21L1
chr13	35697524	35699256	1733	+	100507114	LINC00445
chr13	35768652	36131306	362655	-	9201	DCLK1
chr13	36168208	36214615	46408	-	54937	SOHLH2
chr13	36168794	36297842	129049	-	100526761	CCDC169-SOHLH2
chr13	36222008	36297840	75833	-	728591	CCDC169
chr13	36301638	36370180	68543	-	23111	SPART
chr13	36346431	36369601	23171	+	100507135	SPART-AS1
chr13	36431520	36442882	11363	+	8900	CCNA1
chr13	36673912	36697839	23928	+	400120	SERTM1
chr13	36819224	36829104	9881	+	5994	RFXAP
chr13	36844831	36920765	75935	-	4093	SMAD9
chr13	36949775	37000261	50487	-	29880	ALG5
chr13	36998816	37009613	10798	+	11340	EXOSC8
chr13	37009312	37059713	50402	-	55578	SUPT20H
chr13	37103259	37105664	2406	-	122011	CSNK1A1L
chr13	37481467	37484769	3303	-	103695431	LINC01048
chr13	37534940	37551536	16597	+	400121	LINC00547
chr13	37562583	37598844	36262	-	10631	POSTN
chr13	37636636	37870425	233790	-	7223	TRPC4
chr13	38050817	38143232	92416	-	100874188	LINC00571
chr13	38349849	38363619	13771	+	51569	UFM1
chr13	38533343	38545299	11957	-	101929121	LINC00437
chr13	38576640	38578994	2355	+	100874147	LINC00366
chr13	38687129	38887131	200003	+	341640	FREM2
chr13	38965925	38991066	25142	-	161003	STOML3
chr13	39009866	39038076	28211	-	80209	PROSER1
chr13	39038306	39050109	11804	+	387921	NHLRC3
chr13	39342892	39603528	260637	-	10186	LHFPL6
chr13	39655627	39791665	136039	+	57511	COG6
chr13	39664034	39664135	102	-	100422940	MIR4305
chr13	40181809	40189028	7220	+	100874127	LINC00332
chr13	40194509	40220502	25994	-	400123	LINC00548
chr13	40450934	40535807	84874	-	646982	LINC00598
chr13	40555667	40666597	110931	-	2308	FOXO1
chr13	40727828	40727875	48	-	100313896	MIR320D1
chr13	40729135	40771173	42039	-	10240	MRPS31
chr13	40789412	40810111	20700	+	10166	SLC25A15
chr13	40810766	40810861	96	+	693206	MIR621
chr13	40931920	41061440	129521	-	1997	ELF1
chr13	41061274	41084006	22733	+	11193	WBP4
chr13	41101019	41101100	82	-	100422878	MIR3168
chr13	41127569	41132746	5178	-	89890	KBTBD6
chr13	41132939	41236686	103748	+	101929140	LOC101929140
chr13	41189833	41194566	4734	-	84078	KBTBD7
chr13	41216369	41263577	47209	-	9617	MTRF1
chr13	41311205	41377030	65826	+	79612	NAA16
chr13	41457559	41470882	13324	+	28984	RGCC
chr13	41566837	41961120	394284	-	23078	VWA8
chr13	41568286	41568395	110	-	100847026	MIR5006
chr13	41955808	41981565	25758	+	100507240	VWA8-AS1
chr13	42040036	42256578	216543	+	160851	DGKH
